week_id,week_label,week_state,mode,start_date,end_date,rule_run_id,rule_id,rule_name,rule_type,run_kind,status,expected_assignments,assigned_assignments,coverage_pct,ran_at,next_run_at,sampling_start_date,sampling_end_date
8,"Nov 17-23",past,actual,2025-11-17,2025-11-23,70,9,"Onboarding Calls QA",agent_evaluation,actual,success,85,85,100.0,"2025-11-19 08:00:00",,2025-11-10,2025-11-16
8,"Nov 17-23",past,actual,2025-11-17,2025-11-23,71,3,"Renewals - TL Review Batch",agent_evaluation,actual,success,78,78,100.0,"2025-11-18 11:00:00",,2025-11-10,2025-11-16
8,"Nov 17-23",past,actual,2025-11-17,2025-11-23,72,4,"Savings Product - QA Rotation",agent_evaluation,actual,partial,85,80,94.1,"2025-11-19 12:00:00",,2025-11-10,2025-11-16
7,"Nov 10-16",past,actual,2025-11-10,2025-11-16,55,7,"Billing QA",agent_evaluation,actual,success,58,58,100.0,"2025-11-14 15:00:00",,2025-11-03,2025-11-09
7,"Nov 10-16",past,actual,2025-11-10,2025-11-16,56,8,"Card Disputes QA",agent_evaluation,actual,success,65,65,100.0,"2025-11-10 16:00:00",,2025-11-03,2025-11-09
7,"Nov 10-16",past,actual,2025-11-10,2025-11-16,57,6,"Claims Exception Queue",agent_evaluation,actual,success,86,86,100.0,"2025-11-13 14:00:00",,2025-11-03,2025-11-09
7,"Nov 10-16",past,actual,2025-11-10,2025-11-16,58,5,"Escalation Sweep - Weekend Priority",agent_evaluation,actual,success,79,79,100.0,"2025-11-12 13:00:00",,2025-11-03,2025-11-09
7,"Nov 10-16",past,actual,2025-11-10,2025-11-16,59,1,"Legacy Escalation QA",agent_evaluation,actual,success,86,86,100.0,"2025-11-13 09:00:00",,2025-11-03,2025-11-09
7,"Nov 10-16",past,actual,2025-11-10,2025-11-16,60,2,"Mortgage Queue",agent_evaluation,actual,success,58,58,100.0,"2025-11-14 10:00:00",,2025-11-03,2025-11-09
7,"Nov 10-16",past,actual,2025-11-10,2025-11-16,61,9,"Onboarding Calls QA",agent_evaluation,actual,success,72,72,100.0,"2025-11-11 08:00:00",,2025-11-03,2025-11-09
7,"Nov 10-16",past,actual,2025-11-10,2025-11-16,62,3,"Renewals - TL Review Batch",agent_evaluation,actual,success,65,65,100.0,"2025-11-10 11:00:00",,2025-11-03,2025-11-09
7,"Nov 10-16",past,actual,2025-11-10,2025-11-16,63,4,"Savings Product - QA Rotation",agent_evaluation,actual,success,72,72,100.0,"2025-11-11 12:00:00",,2025-11-03,2025-11-09
6,"Nov 3-9",past,actual,2025-11-03,2025-11-09,46,7,"Billing QA",agent_evaluation,actual,failed,80,0,0.0,"2025-11-06 15:00:00",,2025-10-27,2025-11-02
6,"Nov 3-9",past,actual,2025-11-03,2025-11-09,47,8,"Card Disputes QA",agent_evaluation,actual,success,87,87,100.0,"2025-11-07 16:00:00",,2025-10-27,2025-11-02
6,"Nov 3-9",past,actual,2025-11-03,2025-11-09,48,6,"Claims Exception Queue",agent_evaluation,actual,partial,73,68,93.2,"2025-11-05 14:00:00",,2025-10-27,2025-11-02
6,"Nov 3-9",past,actual,2025-11-03,2025-11-09,49,5,"Escalation Sweep - Weekend Priority",agent_evaluation,actual,success,66,66,100.0,"2025-11-04 13:00:00",,2025-10-27,2025-11-02
6,"Nov 3-9",past,actual,2025-11-03,2025-11-09,50,1,"Legacy Escalation QA",agent_evaluation,actual,success,73,73,100.0,"2025-11-05 09:00:00",,2025-10-27,2025-11-02
6,"Nov 3-9",past,actual,2025-11-03,2025-11-09,51,2,"Mortgage Queue",agent_evaluation,actual,partial,80,70,87.5,"2025-11-06 10:00:00",,2025-10-27,2025-11-02
6,"Nov 3-9",past,actual,2025-11-03,2025-11-09,52,9,"Onboarding Calls QA",agent_evaluation,actual,success,59,59,100.0,"2025-11-03 08:00:00",,2025-10-27,2025-11-02
6,"Nov 3-9",past,actual,2025-11-03,2025-11-09,53,3,"Renewals - TL Review Batch",agent_evaluation,actual,success,87,87,100.0,"2025-11-07 11:00:00",,2025-10-27,2025-11-02
6,"Nov 3-9",past,actual,2025-11-03,2025-11-09,54,4,"Savings Product - QA Rotation",agent_evaluation,actual,success,59,59,100.0,"2025-11-03 12:00:00",,2025-10-27,2025-11-02
5,"Oct 27-Nov 2",past,actual,2025-10-27,2025-11-02,37,7,"Billing QA",agent_evaluation,actual,success,67,67,100.0,"2025-10-29 15:00:00",,2025-10-20,2025-10-26
5,"Oct 27-Nov 2",past,actual,2025-10-27,2025-11-02,38,8,"Card Disputes QA",agent_evaluation,actual,success,74,74,100.0,"2025-10-30 16:00:00",,2025-10-20,2025-10-26
5,"Oct 27-Nov 2",past,actual,2025-10-27,2025-11-02,39,6,"Claims Exception Queue",agent_evaluation,actual,success,60,60,100.0,"2025-10-28 14:00:00",,2025-10-20,2025-10-26
5,"Oct 27-Nov 2",past,actual,2025-10-27,2025-11-02,40,5,"Escalation Sweep - Weekend Priority",agent_evaluation,actual,success,88,88,100.0,"2025-10-27 13:00:00",,2025-10-20,2025-10-26
5,"Oct 27-Nov 2",past,actual,2025-10-27,2025-11-02,41,1,"Legacy Escalation QA",agent_evaluation,actual,success,60,60,100.0,"2025-10-28 09:00:00",,2025-10-20,2025-10-26
5,"Oct 27-Nov 2",past,actual,2025-10-27,2025-11-02,42,2,"Mortgage Queue",agent_evaluation,actual,success,67,67,100.0,"2025-10-29 10:00:00",,2025-10-20,2025-10-26
5,"Oct 27-Nov 2",past,actual,2025-10-27,2025-11-02,43,9,"Onboarding Calls QA",agent_evaluation,actual,success,81,81,100.0,"2025-10-31 08:00:00",,2025-10-20,2025-10-26
5,"Oct 27-Nov 2",past,actual,2025-10-27,2025-11-02,44,3,"Renewals - TL Review Batch",agent_evaluation,actual,success,74,74,100.0,"2025-10-30 11:00:00",,2025-10-20,2025-10-26
5,"Oct 27-Nov 2",past,actual,2025-10-27,2025-11-02,45,4,"Savings Product - QA Rotation",agent_evaluation,actual,success,81,81,100.0,"2025-10-31 12:00:00",,2025-10-20,2025-10-26
4,"Oct 20-26",past,actual,2025-10-20,2025-10-26,28,7,"Billing QA",agent_evaluation,actual,success,89,89,100.0,"2025-10-21 15:00:00",,2025-10-13,2025-10-19
4,"Oct 20-26",past,actual,2025-10-20,2025-10-26,29,8,"Card Disputes QA",agent_evaluation,actual,partial,61,56,91.8,"2025-10-22 16:00:00",,2025-10-13,2025-10-19
4,"Oct 20-26",past,actual,2025-10-20,2025-10-26,30,6,"Claims Exception Queue",agent_evaluation,actual,success,82,82,100.0,"2025-10-20 14:00:00",,2025-10-13,2025-10-19
4,"Oct 20-26",past,actual,2025-10-20,2025-10-26,31,5,"Escalation Sweep - Weekend Priority",agent_evaluation,actual,success,75,75,100.0,"2025-10-24 13:00:00",,2025-10-13,2025-10-19
4,"Oct 20-26",past,actual,2025-10-20,2025-10-26,32,1,"Legacy Escalation QA",agent_evaluation,actual,success,82,82,100.0,"2025-10-20 09:00:00",,2025-10-13,2025-10-19
4,"Oct 20-26",past,actual,2025-10-20,2025-10-26,33,2,"Mortgage Queue",agent_evaluation,actual,success,89,89,100.0,"2025-10-21 10:00:00",,2025-10-13,2025-10-19
4,"Oct 20-26",past,actual,2025-10-20,2025-10-26,34,9,"Onboarding Calls QA",agent_evaluation,actual,failed,68,0,0.0,"2025-10-23 08:00:00",,2025-10-13,2025-10-19
4,"Oct 20-26",past,actual,2025-10-20,2025-10-26,35,3,"Renewals - TL Review Batch",agent_evaluation,actual,success,61,61,100.0,"2025-10-22 11:00:00",,2025-10-13,2025-10-19
4,"Oct 20-26",past,actual,2025-10-20,2025-10-26,36,4,"Savings Product - QA Rotation",agent_evaluation,actual,partial,68,58,85.3,"2025-10-23 12:00:00",,2025-10-13,2025-10-19
3,"Oct 13-19",past,actual,2025-10-13,2025-10-19,19,7,"Billing QA",agent_evaluation,actual,success,76,76,100.0,"2025-10-13 15:00:00",,2025-10-06,2025-10-12
3,"Oct 13-19",past,actual,2025-10-13,2025-10-19,20,8,"Card Disputes QA",agent_evaluation,actual,success,83,83,100.0,"2025-10-14 16:00:00",,2025-10-06,2025-10-12
3,"Oct 13-19",past,actual,2025-10-13,2025-10-19,21,6,"Claims Exception Queue",agent_evaluation,actual,success,69,69,100.0,"2025-10-17 14:00:00",,2025-10-06,2025-10-12
3,"Oct 13-19",past,actual,2025-10-13,2025-10-19,22,5,"Escalation Sweep - Weekend Priority",agent_evaluation,actual,success,62,62,100.0,"2025-10-16 13:00:00",,2025-10-06,2025-10-12
3,"Oct 13-19",past,actual,2025-10-13,2025-10-19,23,1,"Legacy Escalation QA",agent_evaluation,actual,success,69,69,100.0,"2025-10-17 09:00:00",,2025-10-06,2025-10-12
3,"Oct 13-19",past,actual,2025-10-13,2025-10-19,24,2,"Mortgage Queue",agent_evaluation,actual,success,76,76,100.0,"2025-10-13 10:00:00",,2025-10-06,2025-10-12
3,"Oct 13-19",past,actual,2025-10-13,2025-10-19,25,9,"Onboarding Calls QA",agent_evaluation,actual,success,90,90,100.0,"2025-10-15 08:00:00",,2025-10-06,2025-10-12
3,"Oct 13-19",past,actual,2025-10-13,2025-10-19,26,3,"Renewals - TL Review Batch",agent_evaluation,actual,success,83,83,100.0,"2025-10-14 11:00:00",,2025-10-06,2025-10-12
3,"Oct 13-19",past,actual,2025-10-13,2025-10-19,27,4,"Savings Product - QA Rotation",agent_evaluation,actual,success,90,90,100.0,"2025-10-15 12:00:00",,2025-10-06,2025-10-12
2,"Oct 6-12",past,actual,2025-10-06,2025-10-12,10,7,"Billing QA",agent_evaluation,actual,success,63,63,100.0,"2025-10-10 15:00:00",,2025-09-29,2025-10-05
2,"Oct 6-12",past,actual,2025-10-06,2025-10-12,11,8,"Card Disputes QA",agent_evaluation,actual,success,70,70,100.0,"2025-10-06 16:00:00",,2025-09-29,2025-10-05
2,"Oct 6-12",past,actual,2025-10-06,2025-10-12,12,6,"Claims Exception Queue",agent_evaluation,actual,partial,91,81,89.0,"2025-10-09 14:00:00",,2025-09-29,2025-10-05
2,"Oct 6-12",past,actual,2025-10-06,2025-10-12,13,5,"Escalation Sweep - Weekend Priority",agent_evaluation,actual,success,84,84,100.0,"2025-10-08 13:00:00",,2025-09-29,2025-10-05
2,"Oct 6-12",past,actual,2025-10-06,2025-10-12,14,1,"Legacy Escalation QA",agent_evaluation,actual,success,91,91,100.0,"2025-10-09 09:00:00",,2025-09-29,2025-10-05
2,"Oct 6-12",past,actual,2025-10-06,2025-10-12,15,2,"Mortgage Queue",agent_evaluation,actual,partial,63,57,90.5,"2025-10-10 10:00:00",,2025-09-29,2025-10-05
2,"Oct 6-12",past,actual,2025-10-06,2025-10-12,16,9,"Onboarding Calls QA",agent_evaluation,actual,success,77,77,100.0,"2025-10-07 08:00:00",,2025-09-29,2025-10-05
2,"Oct 6-12",past,actual,2025-10-06,2025-10-12,17,3,"Renewals - TL Review Batch",agent_evaluation,actual,success,70,70,100.0,"2025-10-06 11:00:00",,2025-09-29,2025-10-05
2,"Oct 6-12",past,actual,2025-10-06,2025-10-12,18,4,"Savings Product - QA Rotation",agent_evaluation,actual,success,77,77,100.0,"2025-10-07 12:00:00",,2025-09-29,2025-10-05
1,"Sep 29-Oct 5",past,actual,2025-09-29,2025-10-05,1,7,"Billing QA",agent_evaluation,actual,success,85,85,100.0,"2025-10-02 15:00:00",,2025-09-22,2025-09-28
1,"Sep 29-Oct 5",past,actual,2025-09-29,2025-10-05,2,8,"Card Disputes QA",agent_evaluation,actual,success,92,92,100.0,"2025-10-03 16:00:00",,2025-09-22,2025-09-28
1,"Sep 29-Oct 5",past,actual,2025-09-29,2025-10-05,3,6,"Claims Exception Queue",agent_evaluation,actual,success,78,78,100.0,"2025-10-01 14:00:00",,2025-09-22,2025-09-28
1,"Sep 29-Oct 5",past,actual,2025-09-29,2025-10-05,4,5,"Escalation Sweep - Weekend Priority",agent_evaluation,actual,success,71,71,100.0,"2025-09-30 13:00:00",,2025-09-22,2025-09-28
1,"Sep 29-Oct 5",past,actual,2025-09-29,2025-10-05,5,1,"Legacy Escalation QA",agent_evaluation,actual,success,78,78,100.0,"2025-10-01 09:00:00",,2025-09-22,2025-09-28
1,"Sep 29-Oct 5",past,actual,2025-09-29,2025-10-05,6,2,"Mortgage Queue",agent_evaluation,actual,success,85,85,100.0,"2025-10-02 10:00:00",,2025-09-22,2025-09-28
1,"Sep 29-Oct 5",past,actual,2025-09-29,2025-10-05,7,9,"Onboarding Calls QA",agent_evaluation,actual,success,64,64,100.0,"2025-09-29 08:00:00",,2025-09-22,2025-09-28
1,"Sep 29-Oct 5",past,actual,2025-09-29,2025-10-05,8,3,"Renewals - TL Review Batch",agent_evaluation,actual,success,92,92,100.0,"2025-10-03 11:00:00",,2025-09-22,2025-09-28
1,"Sep 29-Oct 5",past,actual,2025-09-29,2025-10-05,9,4,"Savings Product - QA Rotation",agent_evaluation,actual,success,64,64,100.0,"2025-09-29 12:00:00",,2025-09-22,2025-09-28
