week_id,week_label,rule_name,rule_run_id,evaluator_id,evaluator_name,evaluator_state,issue_code,workload_limit,assignments_received,context_note
16,"Jan 12-18","Mortgage Queue",141,5,"Evaluator 05",active,,23,22,
16,"Jan 12-18","Mortgage Queue",141,6,"Evaluator 06",active,,24,22,
16,"Jan 12-18","Mortgage Queue",141,7,"Evaluator 07",active,,25,22,
16,"Jan 12-18","Mortgage Queue",141,8,"Evaluator 08",active,,20,20,
16,"Jan 12-18","Mortgage Queue",141,37,"Evaluator 37",active,,24,23,
16,"Jan 12-18","Onboarding Calls QA",142,33,"Evaluator 33",active,,24,23,
16,"Jan 12-18","Onboarding Calls QA",142,34,"Evaluator 34",active,,25,23,
16,"Jan 12-18","Onboarding Calls QA",142,35,"Evaluator 35",active,,20,17,
16,"Jan 12-18","Onboarding Calls QA",142,36,"Evaluator 36",active,,21,21,
16,"Jan 12-18","Renewals - TL Review Batch",143,9,"Evaluator 09",active,,24,23,
16,"Jan 12-18","Renewals - TL Review Batch",143,10,"Evaluator 10",active,,25,23,
16,"Jan 12-18","Renewals - TL Review Batch",143,11,"Evaluator 11",active,,20,17,
16,"Jan 12-18","Renewals - TL Review Batch",143,12,"Evaluator 12",active,,21,21,
16,"Jan 12-18","Savings Product - QA Rotation",144,13,"Evaluator 13",active,,25,18,
16,"Jan 12-18","Savings Product - QA Rotation",144,14,"Evaluator 14",idle,ALL_EVALUATORS_AT_CAPACITY,20,0,"Workload limit reached for this evaluator in this rule run."
16,"Jan 12-18","Savings Product - QA Rotation",144,15,"Evaluator 15",active,,21,19,
16,"Jan 12-18","Savings Product - QA Rotation",144,16,"Evaluator 16",active,,22,19,
15,"Jan 5-11","Billing QA",127,25,"Evaluator 25",active,,22,22,
15,"Jan 5-11","Billing QA",127,26,"Evaluator 26",active,,23,22,
15,"Jan 5-11","Billing QA",127,27,"Evaluator 27",active,,24,22,
15,"Jan 5-11","Billing QA",127,28,"Evaluator 28",active,,25,22,
15,"Jan 5-11","Card Disputes QA",128,29,"Evaluator 29",active,,23,23,
15,"Jan 5-11","Card Disputes QA",128,30,"Evaluator 30",active,,24,23,
15,"Jan 5-11","Card Disputes QA",128,31,"Evaluator 31",active,,25,23,
15,"Jan 5-11","Card Disputes QA",128,32,"Evaluator 32",active,,20,17,
15,"Jan 5-11","Card Disputes QA",128,39,"Evaluator 39",active,,23,21,
15,"Jan 5-11","Claims Exception Queue",129,21,"Evaluator 21",active,,21,21,
15,"Jan 5-11","Claims Exception Queue",129,22,"Evaluator 22",active,,22,21,
15,"Jan 5-11","Claims Exception Queue",129,23,"Evaluator 23",active,,23,21,
15,"Jan 5-11","Claims Exception Queue",129,24,"Evaluator 24",active,,24,21,
15,"Jan 5-11","Escalation Sweep - Weekend Priority",130,17,"Evaluator 17",active,,20,20,
15,"Jan 5-11","Escalation Sweep - Weekend Priority",130,18,"Evaluator 18",active,,21,20,
15,"Jan 5-11","Escalation Sweep - Weekend Priority",130,19,"Evaluator 19",active,,22,20,
15,"Jan 5-11","Escalation Sweep - Weekend Priority",130,20,"Evaluator 20",active,,23,20,
15,"Jan 5-11","Escalation Sweep - Weekend Priority",130,38,"Evaluator 38",active,,25,24,
15,"Jan 5-11","Legacy Escalation QA",131,1,"Evaluator 01",active,,22,22,
15,"Jan 5-11","Legacy Escalation QA",131,2,"Evaluator 02",active,,23,22,
15,"Jan 5-11","Legacy Escalation QA",131,3,"Evaluator 03",active,,24,22,
15,"Jan 5-11","Legacy Escalation QA",131,4,"Evaluator 04",active,,25,22,
15,"Jan 5-11","Mortgage Queue",132,5,"Evaluator 05",active,,23,23,
15,"Jan 5-11","Mortgage Queue",132,6,"Evaluator 06",active,,24,23,
15,"Jan 5-11","Mortgage Queue",132,7,"Evaluator 07",active,,25,23,
15,"Jan 5-11","Mortgage Queue",132,8,"Evaluator 08",active,,20,17,
15,"Jan 5-11","Mortgage Queue",132,37,"Evaluator 37",active,,24,24,
15,"Jan 5-11","Onboarding Calls QA",133,33,"Evaluator 33",active,,24,24,
15,"Jan 5-11","Onboarding Calls QA",133,34,"Evaluator 34",active,,25,24,
15,"Jan 5-11","Onboarding Calls QA",133,35,"Evaluator 35",active,,20,18,
15,"Jan 5-11","Onboarding Calls QA",133,36,"Evaluator 36",active,,21,18,
15,"Jan 5-11","Renewals - TL Review Batch",134,9,"Evaluator 09",active,,24,24,
15,"Jan 5-11","Renewals - TL Review Batch",134,10,"Evaluator 10",active,,25,24,
15,"Jan 5-11","Renewals - TL Review Batch",134,11,"Evaluator 11",active,,20,18,
15,"Jan 5-11","Renewals - TL Review Batch",134,12,"Evaluator 12",active,,21,18,
15,"Jan 5-11","Savings Product - QA Rotation",135,13,"Evaluator 13",active,,25,25,
15,"Jan 5-11","Savings Product - QA Rotation",135,14,"Evaluator 14",active,,20,19,
15,"Jan 5-11","Savings Product - QA Rotation",135,15,"Evaluator 15",active,,21,19,
15,"Jan 5-11","Savings Product - QA Rotation",135,16,"Evaluator 16",active,,22,19,
14,"Dec 29-Jan 4","Billing QA",118,25,"Evaluator 25",active,,22,19,
14,"Dec 29-Jan 4","Billing QA",118,26,"Evaluator 26",active,,23,23,
14,"Dec 29-Jan 4","Billing QA",118,27,"Evaluator 27",active,,24,23,
14,"Dec 29-Jan 4","Billing QA",118,28,"Evaluator 28",active,,25,23,
14,"Dec 29-Jan 4","Card Disputes QA",119,29,"Evaluator 29",active,,23,20,
14,"Dec 29-Jan 4","Card Disputes QA",119,30,"Evaluator 30",active,,24,24,
14,"Dec 29-Jan 4","Card Disputes QA",119,31,"Evaluator 31",active,,25,24,
14,"Dec 29-Jan 4","Card Disputes QA",119,32,"Evaluator 32",active,,20,18,
14,"Dec 29-Jan 4","Card Disputes QA",119,39,"Evaluator 39",active,,23,22,
14,"Dec 29-Jan 4","Claims Exception Queue",120,21,"Evaluator 21",active,,21,13,
14,"Dec 29-Jan 4","Claims Exception Queue",120,22,"Evaluator 22",active,,22,20,
14,"Dec 29-Jan 4","Claims Exception Queue",120,23,"Evaluator 23",active,,23,20,
14,"Dec 29-Jan 4","Claims Exception Queue",120,24,"Evaluator 24",active,,24,20,
14,"Dec 29-Jan 4","Escalation Sweep - Weekend Priority",121,17,"Evaluator 17",active,,20,17,
14,"Dec 29-Jan 4","Escalation Sweep - Weekend Priority",121,18,"Evaluator 18",active,,21,21,
14,"Dec 29-Jan 4","Escalation Sweep - Weekend Priority",121,19,"Evaluator 19",active,,22,21,
14,"Dec 29-Jan 4","Escalation Sweep - Weekend Priority",121,20,"Evaluator 20",active,,23,21,
14,"Dec 29-Jan 4","Escalation Sweep - Weekend Priority",121,38,"Evaluator 38",active,,25,25,
14,"Dec 29-Jan 4","Legacy Escalation QA",122,1,"Evaluator 01",active,,22,19,
14,"Dec 29-Jan 4","Legacy Escalation QA",122,2,"Evaluator 02",active,,23,23,
14,"Dec 29-Jan 4","Legacy Escalation QA",122,3,"Evaluator 03",active,,24,23,
14,"Dec 29-Jan 4","Legacy Escalation QA",122,4,"Evaluator 04",active,,25,23,
14,"Dec 29-Jan 4","Mortgage Queue",123,5,"Evaluator 05",active,,23,21,
14,"Dec 29-Jan 4","Mortgage Queue",123,6,"Evaluator 06",active,,24,21,
14,"Dec 29-Jan 4","Mortgage Queue",123,7,"Evaluator 07",active,,25,21,
14,"Dec 29-Jan 4","Mortgage Queue",123,8,"Evaluator 08",active,,20,15,
14,"Dec 29-Jan 4","Mortgage Queue",123,37,"Evaluator 37",active,,24,18,
14,"Dec 29-Jan 4","Onboarding Calls QA",124,33,"Evaluator 33",active,,24,21,
14,"Dec 29-Jan 4","Onboarding Calls QA",124,34,"Evaluator 34",active,,25,25,
14,"Dec 29-Jan 4","Onboarding Calls QA",124,35,"Evaluator 35",active,,20,19,
14,"Dec 29-Jan 4","Onboarding Calls QA",124,36,"Evaluator 36",active,,21,19,
14,"Dec 29-Jan 4","Renewals - TL Review Batch",125,9,"Evaluator 09",active,,24,21,
14,"Dec 29-Jan 4","Renewals - TL Review Batch",125,10,"Evaluator 10",active,,25,25,
14,"Dec 29-Jan 4","Renewals - TL Review Batch",125,11,"Evaluator 11",active,,20,19,
14,"Dec 29-Jan 4","Renewals - TL Review Batch",125,12,"Evaluator 12",active,,21,19,
14,"Dec 29-Jan 4","Savings Product - QA Rotation",126,13,"Evaluator 13",active,,25,22,
14,"Dec 29-Jan 4","Savings Product - QA Rotation",126,14,"Evaluator 14",active,,20,20,
14,"Dec 29-Jan 4","Savings Product - QA Rotation",126,15,"Evaluator 15",active,,21,20,
14,"Dec 29-Jan 4","Savings Product - QA Rotation",126,16,"Evaluator 16",active,,22,20,
13,"Dec 22-28","Billing QA",109,25,"Evaluator 25",active,,22,20,
13,"Dec 22-28","Billing QA",109,26,"Evaluator 26",active,,23,20,
13,"Dec 22-28","Billing QA",109,27,"Evaluator 27",active,,24,24,
13,"Dec 22-28","Billing QA",109,28,"Evaluator 28",active,,25,24,
13,"Dec 22-28","Card Disputes QA",110,29,"Evaluator 29",active,,23,21,
13,"Dec 22-28","Card Disputes QA",110,30,"Evaluator 30",active,,24,21,
13,"Dec 22-28","Card Disputes QA",110,31,"Evaluator 31",active,,25,25,
13,"Dec 22-28","Card Disputes QA",110,32,"Evaluator 32",active,,20,19,
13,"Dec 22-28","Card Disputes QA",110,39,"Evaluator 39",active,,23,23,
13,"Dec 22-28","Claims Exception Queue",111,21,"Evaluator 21",active,,21,19,
13,"Dec 22-28","Claims Exception Queue",111,22,"Evaluator 22",active,,22,19,
13,"Dec 22-28","Claims Exception Queue",111,23,"Evaluator 23",active,,23,23,
13,"Dec 22-28","Claims Exception Queue",111,24,"Evaluator 24",active,,24,23,
13,"Dec 22-28","Escalation Sweep - Weekend Priority",112,17,"Evaluator 17",active,,20,18,
13,"Dec 22-28","Escalation Sweep - Weekend Priority",112,18,"Evaluator 18",active,,21,18,
13,"Dec 22-28","Escalation Sweep - Weekend Priority",112,19,"Evaluator 19",active,,22,22,
13,"Dec 22-28","Escalation Sweep - Weekend Priority",112,20,"Evaluator 20",active,,23,22,
13,"Dec 22-28","Escalation Sweep - Weekend Priority",112,38,"Evaluator 38",active,,25,22,
13,"Dec 22-28","Legacy Escalation QA",113,1,"Evaluator 01",active,,22,20,
13,"Dec 22-28","Legacy Escalation QA",113,2,"Evaluator 02",active,,23,20,
13,"Dec 22-28","Legacy Escalation QA",113,3,"Evaluator 03",active,,24,24,
13,"Dec 22-28","Legacy Escalation QA",113,4,"Evaluator 04",active,,25,24,
13,"Dec 22-28","Mortgage Queue",114,5,"Evaluator 05",active,,23,21,
13,"Dec 22-28","Mortgage Queue",114,6,"Evaluator 06",active,,24,21,
13,"Dec 22-28","Mortgage Queue",114,7,"Evaluator 07",active,,25,25,
13,"Dec 22-28","Mortgage Queue",114,8,"Evaluator 08",active,,20,19,
13,"Dec 22-28","Mortgage Queue",114,37,"Evaluator 37",active,,24,22,
13,"Dec 22-28","Onboarding Calls QA",115,33,"Evaluator 33",active,,24,22,
13,"Dec 22-28","Onboarding Calls QA",115,34,"Evaluator 34",active,,25,22,
13,"Dec 22-28","Onboarding Calls QA",115,35,"Evaluator 35",active,,20,20,
13,"Dec 22-28","Onboarding Calls QA",115,36,"Evaluator 36",active,,21,20,
13,"Dec 22-28","Renewals - TL Review Batch",116,9,"Evaluator 09",active,,24,22,
13,"Dec 22-28","Renewals - TL Review Batch",116,10,"Evaluator 10",active,,25,22,
13,"Dec 22-28","Renewals - TL Review Batch",116,11,"Evaluator 11",active,,20,20,
13,"Dec 22-28","Renewals - TL Review Batch",116,12,"Evaluator 12",active,,21,20,
13,"Dec 22-28","Savings Product - QA Rotation",117,13,"Evaluator 13",active,,25,23,
13,"Dec 22-28","Savings Product - QA Rotation",117,14,"Evaluator 14",active,,20,17,
13,"Dec 22-28","Savings Product - QA Rotation",117,15,"Evaluator 15",active,,21,21,
13,"Dec 22-28","Savings Product - QA Rotation",117,16,"Evaluator 16",active,,22,21,
12,"Dec 15-21","Billing QA",100,25,"Evaluator 25",active,,22,21,
12,"Dec 15-21","Billing QA",100,26,"Evaluator 26",active,,23,21,
12,"Dec 15-21","Billing QA",100,27,"Evaluator 27",active,,24,21,
12,"Dec 15-21","Billing QA",100,28,"Evaluator 28",active,,25,25,
12,"Dec 15-21","Card Disputes QA",101,29,"Evaluator 29",active,,23,21,
12,"Dec 15-21","Card Disputes QA",101,30,"Evaluator 30",active,,24,21,
12,"Dec 15-21","Card Disputes QA",101,31,"Evaluator 31",idle,ALL_EVALUATORS_AT_CAPACITY,25,0,"Workload limit reached for this evaluator in this rule run."
12,"Dec 15-21","Card Disputes QA",101,32,"Evaluator 32",active,,20,15,
12,"Dec 15-21","Card Disputes QA",101,39,"Evaluator 39",active,,23,18,
12,"Dec 15-21","Claims Exception Queue",102,21,"Evaluator 21",active,,21,20,
12,"Dec 15-21","Claims Exception Queue",102,22,"Evaluator 22",active,,22,20,
12,"Dec 15-21","Claims Exception Queue",102,23,"Evaluator 23",active,,23,20,
12,"Dec 15-21","Claims Exception Queue",102,24,"Evaluator 24",active,,24,24,
12,"Dec 15-21","Escalation Sweep - Weekend Priority",103,17,"Evaluator 17",active,,20,19,
12,"Dec 15-21","Escalation Sweep - Weekend Priority",103,18,"Evaluator 18",active,,21,19,
12,"Dec 15-21","Escalation Sweep - Weekend Priority",103,19,"Evaluator 19",active,,22,19,
12,"Dec 15-21","Escalation Sweep - Weekend Priority",103,20,"Evaluator 20",active,,23,23,
12,"Dec 15-21","Escalation Sweep - Weekend Priority",103,38,"Evaluator 38",active,,25,23,
12,"Dec 15-21","Legacy Escalation QA",104,1,"Evaluator 01",informational,RULE_DID_NOT_EXECUTE,22,0,"Rule did not execute; evaluator assignments were not processed."
12,"Dec 15-21","Legacy Escalation QA",104,2,"Evaluator 02",informational,RULE_DID_NOT_EXECUTE,23,0,"Rule did not execute; evaluator assignments were not processed."
12,"Dec 15-21","Legacy Escalation QA",104,3,"Evaluator 03",informational,RULE_DID_NOT_EXECUTE,24,0,"Rule did not execute; evaluator assignments were not processed."
12,"Dec 15-21","Legacy Escalation QA",104,4,"Evaluator 04",informational,RULE_DID_NOT_EXECUTE,25,0,"Rule did not execute; evaluator assignments were not processed."
12,"Dec 15-21","Mortgage Queue",105,5,"Evaluator 05",active,,23,22,
12,"Dec 15-21","Mortgage Queue",105,6,"Evaluator 06",active,,24,22,
12,"Dec 15-21","Mortgage Queue",105,7,"Evaluator 07",active,,25,22,
12,"Dec 15-21","Mortgage Queue",105,8,"Evaluator 08",active,,20,20,
12,"Dec 15-21","Mortgage Queue",105,37,"Evaluator 37",active,,24,23,
12,"Dec 15-21","Onboarding Calls QA",106,33,"Evaluator 33",active,,24,23,
12,"Dec 15-21","Onboarding Calls QA",106,34,"Evaluator 34",active,,25,23,
12,"Dec 15-21","Onboarding Calls QA",106,35,"Evaluator 35",active,,20,17,
12,"Dec 15-21","Onboarding Calls QA",106,36,"Evaluator 36",active,,21,21,
12,"Dec 15-21","Renewals - TL Review Batch",107,9,"Evaluator 09",active,,24,23,
12,"Dec 15-21","Renewals - TL Review Batch",107,10,"Evaluator 10",active,,25,23,
12,"Dec 15-21","Renewals - TL Review Batch",107,11,"Evaluator 11",active,,20,17,
12,"Dec 15-21","Renewals - TL Review Batch",107,12,"Evaluator 12",active,,21,21,
12,"Dec 15-21","Savings Product - QA Rotation",108,13,"Evaluator 13",active,,25,22,
12,"Dec 15-21","Savings Product - QA Rotation",108,14,"Evaluator 14",active,,20,16,
12,"Dec 15-21","Savings Product - QA Rotation",108,15,"Evaluator 15",active,,21,16,
12,"Dec 15-21","Savings Product - QA Rotation",108,16,"Evaluator 16",active,,22,16,
11,"Dec 8-14","Billing QA",91,25,"Evaluator 25",active,,22,22,
11,"Dec 8-14","Billing QA",91,26,"Evaluator 26",active,,23,22,
11,"Dec 8-14","Billing QA",91,27,"Evaluator 27",active,,24,22,
11,"Dec 8-14","Billing QA",91,28,"Evaluator 28",active,,25,22,
11,"Dec 8-14","Card Disputes QA",92,29,"Evaluator 29",active,,23,23,
11,"Dec 8-14","Card Disputes QA",92,30,"Evaluator 30",active,,24,23,
11,"Dec 8-14","Card Disputes QA",92,31,"Evaluator 31",active,,25,23,
11,"Dec 8-14","Card Disputes QA",92,32,"Evaluator 32",active,,20,17,
11,"Dec 8-14","Card Disputes QA",92,39,"Evaluator 39",active,,23,21,
11,"Dec 8-14","Claims Exception Queue",93,21,"Evaluator 21",active,,21,21,
11,"Dec 8-14","Claims Exception Queue",93,22,"Evaluator 22",active,,22,21,
11,"Dec 8-14","Claims Exception Queue",93,23,"Evaluator 23",active,,23,21,
11,"Dec 8-14","Claims Exception Queue",93,24,"Evaluator 24",active,,24,21,
11,"Dec 8-14","Escalation Sweep - Weekend Priority",94,17,"Evaluator 17",active,,20,20,
11,"Dec 8-14","Escalation Sweep - Weekend Priority",94,18,"Evaluator 18",active,,21,20,
11,"Dec 8-14","Escalation Sweep - Weekend Priority",94,19,"Evaluator 19",active,,22,20,
11,"Dec 8-14","Escalation Sweep - Weekend Priority",94,20,"Evaluator 20",active,,23,20,
11,"Dec 8-14","Escalation Sweep - Weekend Priority",94,38,"Evaluator 38",active,,25,24,
11,"Dec 8-14","Legacy Escalation QA",95,1,"Evaluator 01",active,,22,22,
11,"Dec 8-14","Legacy Escalation QA",95,2,"Evaluator 02",active,,23,22,
11,"Dec 8-14","Legacy Escalation QA",95,3,"Evaluator 03",active,,24,22,
11,"Dec 8-14","Legacy Escalation QA",95,4,"Evaluator 04",active,,25,22,
11,"Dec 8-14","Mortgage Queue",96,5,"Evaluator 05",active,,23,23,
11,"Dec 8-14","Mortgage Queue",96,6,"Evaluator 06",active,,24,23,
11,"Dec 8-14","Mortgage Queue",96,7,"Evaluator 07",active,,25,23,
11,"Dec 8-14","Mortgage Queue",96,8,"Evaluator 08",active,,20,17,
11,"Dec 8-14","Mortgage Queue",96,37,"Evaluator 37",active,,24,24,
11,"Dec 8-14","Onboarding Calls QA",97,33,"Evaluator 33",active,,24,24,
11,"Dec 8-14","Onboarding Calls QA",97,34,"Evaluator 34",active,,25,24,
11,"Dec 8-14","Onboarding Calls QA",97,35,"Evaluator 35",active,,20,18,
11,"Dec 8-14","Onboarding Calls QA",97,36,"Evaluator 36",active,,21,18,
11,"Dec 8-14","Renewals - TL Review Batch",98,9,"Evaluator 09",active,,24,24,
11,"Dec 8-14","Renewals - TL Review Batch",98,10,"Evaluator 10",active,,25,24,
11,"Dec 8-14","Renewals - TL Review Batch",98,11,"Evaluator 11",active,,20,18,
11,"Dec 8-14","Renewals - TL Review Batch",98,12,"Evaluator 12",active,,21,18,
11,"Dec 8-14","Savings Product - QA Rotation",99,13,"Evaluator 13",active,,25,25,
11,"Dec 8-14","Savings Product - QA Rotation",99,14,"Evaluator 14",active,,20,19,
11,"Dec 8-14","Savings Product - QA Rotation",99,15,"Evaluator 15",active,,21,19,
11,"Dec 8-14","Savings Product - QA Rotation",99,16,"Evaluator 16",active,,22,19,
10,"Dec 1-7","Billing QA",82,25,"Evaluator 25",active,,22,19,
10,"Dec 1-7","Billing QA",82,26,"Evaluator 26",active,,23,23,
10,"Dec 1-7","Billing QA",82,27,"Evaluator 27",active,,24,23,
10,"Dec 1-7","Billing QA",82,28,"Evaluator 28",active,,25,23,
10,"Dec 1-7","Card Disputes QA",83,29,"Evaluator 29",active,,23,20,
10,"Dec 1-7","Card Disputes QA",83,30,"Evaluator 30",active,,24,24,
10,"Dec 1-7","Card Disputes QA",83,31,"Evaluator 31",active,,25,24,
10,"Dec 1-7","Card Disputes QA",83,32,"Evaluator 32",active,,20,18,
10,"Dec 1-7","Card Disputes QA",83,39,"Evaluator 39",active,,23,22,
10,"Dec 1-7","Claims Exception Queue",84,21,"Evaluator 21",active,,21,17,
10,"Dec 1-7","Claims Exception Queue",84,22,"Evaluator 22",active,,22,17,
10,"Dec 1-7","Claims Exception Queue",84,23,"Evaluator 23",active,,23,17,
10,"Dec 1-7","Claims Exception Queue",84,24,"Evaluator 24",active,,24,17,
10,"Dec 1-7","Escalation Sweep - Weekend Priority",85,17,"Evaluator 17",active,,20,17,
10,"Dec 1-7","Escalation Sweep - Weekend Priority",85,18,"Evaluator 18",active,,21,21,
10,"Dec 1-7","Escalation Sweep - Weekend Priority",85,19,"Evaluator 19",active,,22,21,
10,"Dec 1-7","Escalation Sweep - Weekend Priority",85,20,"Evaluator 20",active,,23,21,
10,"Dec 1-7","Escalation Sweep - Weekend Priority",85,38,"Evaluator 38",active,,25,25,
10,"Dec 1-7","Legacy Escalation QA",86,1,"Evaluator 01",active,,22,19,
10,"Dec 1-7","Legacy Escalation QA",86,2,"Evaluator 02",active,,23,23,
10,"Dec 1-7","Legacy Escalation QA",86,3,"Evaluator 03",active,,24,23,
10,"Dec 1-7","Legacy Escalation QA",86,4,"Evaluator 04",active,,25,23,
10,"Dec 1-7","Mortgage Queue",87,5,"Evaluator 05",idle,ALL_EVALUATORS_AT_CAPACITY,23,0,"Workload limit reached for this evaluator in this rule run."
10,"Dec 1-7","Mortgage Queue",87,6,"Evaluator 06",active,,24,18,
10,"Dec 1-7","Mortgage Queue",87,7,"Evaluator 07",active,,25,18,
10,"Dec 1-7","Mortgage Queue",87,8,"Evaluator 08",active,,20,12,
10,"Dec 1-7","Mortgage Queue",87,37,"Evaluator 37",active,,24,22,
10,"Dec 1-7","Onboarding Calls QA",88,33,"Evaluator 33",active,,24,21,
10,"Dec 1-7","Onboarding Calls QA",88,34,"Evaluator 34",active,,25,25,
10,"Dec 1-7","Onboarding Calls QA",88,35,"Evaluator 35",active,,20,19,
10,"Dec 1-7","Onboarding Calls QA",88,36,"Evaluator 36",active,,21,19,
10,"Dec 1-7","Renewals - TL Review Batch",89,9,"Evaluator 09",informational,RULE_DID_NOT_EXECUTE,24,0,"Rule did not execute; evaluator assignments were not processed."
10,"Dec 1-7","Renewals - TL Review Batch",89,10,"Evaluator 10",informational,RULE_DID_NOT_EXECUTE,25,0,"Rule did not execute; evaluator assignments were not processed."
10,"Dec 1-7","Renewals - TL Review Batch",89,11,"Evaluator 11",informational,RULE_DID_NOT_EXECUTE,20,0,"Rule did not execute; evaluator assignments were not processed."
10,"Dec 1-7","Renewals - TL Review Batch",89,12,"Evaluator 12",informational,RULE_DID_NOT_EXECUTE,21,0,"Rule did not execute; evaluator assignments were not processed."
10,"Dec 1-7","Savings Product - QA Rotation",90,13,"Evaluator 13",active,,25,22,
10,"Dec 1-7","Savings Product - QA Rotation",90,14,"Evaluator 14",active,,20,20,
10,"Dec 1-7","Savings Product - QA Rotation",90,15,"Evaluator 15",active,,21,20,
10,"Dec 1-7","Savings Product - QA Rotation",90,16,"Evaluator 16",active,,22,20,
9,"Nov 24-30","Billing QA",73,25,"Evaluator 25",active,,22,20,
9,"Nov 24-30","Billing QA",73,26,"Evaluator 26",active,,23,20,
9,"Nov 24-30","Billing QA",73,27,"Evaluator 27",active,,24,24,
9,"Nov 24-30","Billing QA",73,28,"Evaluator 28",active,,25,24,
9,"Nov 24-30","Card Disputes QA",74,29,"Evaluator 29",active,,23,21,
9,"Nov 24-30","Card Disputes QA",74,30,"Evaluator 30",active,,24,21,
9,"Nov 24-30","Card Disputes QA",74,31,"Evaluator 31",active,,25,25,
9,"Nov 24-30","Card Disputes QA",74,32,"Evaluator 32",active,,20,19,
9,"Nov 24-30","Card Disputes QA",74,39,"Evaluator 39",active,,23,23,
9,"Nov 24-30","Claims Exception Queue",75,21,"Evaluator 21",active,,21,19,
9,"Nov 24-30","Claims Exception Queue",75,22,"Evaluator 22",active,,22,19,
9,"Nov 24-30","Claims Exception Queue",75,23,"Evaluator 23",active,,23,23,
9,"Nov 24-30","Claims Exception Queue",75,24,"Evaluator 24",active,,24,23,
9,"Nov 24-30","Escalation Sweep - Weekend Priority",76,17,"Evaluator 17",active,,20,18,
9,"Nov 24-30","Escalation Sweep - Weekend Priority",76,18,"Evaluator 18",active,,21,18,
9,"Nov 24-30","Escalation Sweep - Weekend Priority",76,19,"Evaluator 19",active,,22,22,
9,"Nov 24-30","Escalation Sweep - Weekend Priority",76,20,"Evaluator 20",active,,23,22,
9,"Nov 24-30","Escalation Sweep - Weekend Priority",76,38,"Evaluator 38",active,,25,22,
9,"Nov 24-30","Legacy Escalation QA",77,1,"Evaluator 01",active,,22,20,
9,"Nov 24-30","Legacy Escalation QA",77,2,"Evaluator 02",active,,23,20,
9,"Nov 24-30","Legacy Escalation QA",77,3,"Evaluator 03",active,,24,24,
9,"Nov 24-30","Legacy Escalation QA",77,4,"Evaluator 04",active,,25,24,
9,"Nov 24-30","Mortgage Queue",78,5,"Evaluator 05",active,,23,21,
9,"Nov 24-30","Mortgage Queue",78,6,"Evaluator 06",active,,24,21,
9,"Nov 24-30","Mortgage Queue",78,7,"Evaluator 07",active,,25,25,
9,"Nov 24-30","Mortgage Queue",78,8,"Evaluator 08",active,,20,19,
9,"Nov 24-30","Mortgage Queue",78,37,"Evaluator 37",active,,24,22,
9,"Nov 24-30","Onboarding Calls QA",79,33,"Evaluator 33",active,,24,22,
9,"Nov 24-30","Onboarding Calls QA",79,34,"Evaluator 34",active,,25,22,
9,"Nov 24-30","Onboarding Calls QA",79,35,"Evaluator 35",active,,20,20,
9,"Nov 24-30","Onboarding Calls QA",79,36,"Evaluator 36",active,,21,20,
9,"Nov 24-30","Renewals - TL Review Batch",80,9,"Evaluator 09",active,,24,22,
9,"Nov 24-30","Renewals - TL Review Batch",80,10,"Evaluator 10",active,,25,22,
9,"Nov 24-30","Renewals - TL Review Batch",80,11,"Evaluator 11",active,,20,20,
9,"Nov 24-30","Renewals - TL Review Batch",80,12,"Evaluator 12",active,,21,20,
9,"Nov 24-30","Savings Product - QA Rotation",81,13,"Evaluator 13",active,,25,23,
9,"Nov 24-30","Savings Product - QA Rotation",81,14,"Evaluator 14",active,,20,17,
9,"Nov 24-30","Savings Product - QA Rotation",81,15,"Evaluator 15",active,,21,21,
9,"Nov 24-30","Savings Product - QA Rotation",81,16,"Evaluator 16",active,,22,21,
8,"Nov 17-23","Billing QA",64,25,"Evaluator 25",active,,22,21,
8,"Nov 17-23","Billing QA",64,26,"Evaluator 26",active,,23,21,
8,"Nov 17-23","Billing QA",64,27,"Evaluator 27",active,,24,21,
8,"Nov 17-23","Billing QA",64,28,"Evaluator 28",active,,25,25,
8,"Nov 17-23","Card Disputes QA",65,29,"Evaluator 29",active,,23,18,
8,"Nov 17-23","Card Disputes QA",65,30,"Evaluator 30",active,,24,18,
8,"Nov 17-23","Card Disputes QA",65,31,"Evaluator 31",active,,25,18,
8,"Nov 17-23","Card Disputes QA",65,32,"Evaluator 32",active,,20,12,
8,"Nov 17-23","Card Disputes QA",65,39,"Evaluator 39",active,,23,15,
8,"Nov 17-23","Claims Exception Queue",66,21,"Evaluator 21",active,,21,20,
8,"Nov 17-23","Claims Exception Queue",66,22,"Evaluator 22",active,,22,20,
8,"Nov 17-23","Claims Exception Queue",66,23,"Evaluator 23",active,,23,20,
8,"Nov 17-23","Claims Exception Queue",66,24,"Evaluator 24",active,,24,24,
8,"Nov 17-23","Escalation Sweep - Weekend Priority",67,17,"Evaluator 17",informational,RULE_DID_NOT_EXECUTE,20,0,"Rule did not execute; evaluator assignments were not processed."
8,"Nov 17-23","Escalation Sweep - Weekend Priority",67,18,"Evaluator 18",informational,RULE_DID_NOT_EXECUTE,21,0,"Rule did not execute; evaluator assignments were not processed."
8,"Nov 17-23","Escalation Sweep - Weekend Priority",67,19,"Evaluator 19",informational,RULE_DID_NOT_EXECUTE,22,0,"Rule did not execute; evaluator assignments were not processed."
